Book_ID,Authors,Publication_Year,Title,title,language_code,average_rating,Ratings_Count,Total_Ratings,Text_Reviews,One_Star_Ratings,Two_Star_Ratings,Three_Star_Ratings,Four_Star_Ratings,Five_Star_Ratings
6794,Robert Muchamore,2004.0,Class A (Cherub #2),"Class A (Cherub, #2)",en-US,4.26,14299,15638,630,92,374,2254,5496,7422
6800,Darren Shan,2005.0,Lord Loss,"Lord Loss (The Demonata, #1)",eng,4.21,15325,16835,1172,238,641,2568,5219,8169
6801,Meg Cabot,2010.0,Runaway ,"Runaway (Airhead, #3)",eng,3.93,20846,21662,839,385,1424,5257,6928,7668
6805,Joelle Charbonneau,2014.0,Graduation Day,"Graduation Day (The Testing, #3)",eng,3.81,14963,17926,1585,280,1361,4762,6540,4983
6813,Cynthia Kadohata,2004.0,Unknown,Kira-Kira,eng,3.9,18166,18947,2279,344,1171,4568,6812,6052
6815,Pittacus Lore,2015.0,Unknown,"The Fate of Ten (Lorien Legacies, #6)",eng,4.32,16819,18917,1917,91,335,2426,6684,9381
6839,Michael Thomas Ford,2008.0,Suicide Notes,Suicide Notes,eng,3.92,14749,15399,1096,435,1069,3395,4878,5622
6848,Mike Mullin,2011.0,Ashfall,"Ashfall (Ashfall, #1)",eng,3.96,18583,19771,2612,526,1041,4006,7319,6879
6859,Robert Muchamore,2005.0,Maximum Security (Cherub #3),"Maximum Security (Cherub, #3)",eng,4.24,14860,15719,426,76,408,2436,5552,7247
6861,Maria V. Snyder,2010.0,Inside Out,"Inside Out (Insider, #1)",eng,3.82,20472,22001,1882,598,1467,5568,8111,6257
6881,Elizabeth Eulberg,2014.0,Better Off Friends,Better off Friends,eng,3.95,15692,19201,2613,403,1126,4219,6786,6667
6901,Jeanne DuPrau,2008.0,The Diamond of Darkhold,"The Diamond of Darkhold (Book of Ember, #4)",eng,3.79,18425,20330,1586,262,1387,5966,7475,5240
6906,Jennifer Estep,2011.0,Touch of Frost,"Touch of Frost (Mythos Academy, #1)",en-US,3.96,23343,25742,1905,560,1434,5436,9395,8917
6911,Laurie Faria Stolarz,2008.0,"Deadly Little Secret (Touch, #1)","Deadly Little Secret (Touch, #1)",eng,3.86,20156,21162,1622,566,1702,5151,6373,7370
6915,John Marsden,1994.0,The Dead of the Night,"The Dead of Night (Tomorrow, #2)",eng,4.13,15240,17279,607,69,399,3095,7410,6306
6918,Sherrilyn Kenyon,2011.0,Invincible (Chronicles of Nick #2),"Invincible (Chronicles of Nick, #2)",en-US,4.27,19887,21653,1096,158,559,3136,7280,10520
6925,A.S. King,2012.0,Ask the Passengers,Ask the Passengers,en-US,3.88,17896,18978,2325,532,1180,4270,6966,6030
6938,Margaret Peterson Haddix,1995.0,Running Out of Time,Running Out of Time,eng,3.98,19126,20326,1291,224,1002,4639,7603,6858
6947,Leslye Walton,2014.0,The Strange and Beautiful Sorrows of Ava Lavender,The Strange and Beautiful Sorrows of Ava Lavender,eng,4.12,18562,21560,4798,388,1066,3384,7410,9312
6952,Gemma Malley,2007.0,The Declaration,"The Declaration (The Declaration, #1)",,3.71,16224,19274,1555,544,1631,5419,6926,4754
6956,Obert Skye,2005.0,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)","Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",,3.71,17760,18044,1539,709,1729,4896,5469,5241
6972,Avi,2002.0,Crispin: The Cross of Lead,"The Cross of Lead (Crispin, #1)",eng,3.59,18277,19115,1738,866,1836,5728,6524,4161
6985,Catherine Fisher,2000.0,Sapphique,"Sapphique (Incarceron, #2)",eng,3.7,16475,19648,1786,475,1717,5784,6838,4834
6986,Lurlene McDaniel,1995.0,"Don't Die, My Love","Don't Die, My Love",,4.12,14197,14383,574,304,681,2795,3784,6819
6989,Sandy   Hall,2014.0,A Little Something Different,A Little Something Different,eng,3.65,14206,16719,3118,733,1571,4722,5545,4148
7013,Lauren Oliver,2011.0,Hana,"Hana (Delirium, #1.5)",eng,3.63,20107,21357,1886,286,1918,7603,7063,4487
7018,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,15145,267,329,1125,3766,3593,6332
7020,Shannon Hale,2009.0,Forest Born,"Forest Born (The Books of Bayern, #4)",en-US,4.01,20603,21243,2049,156,917,4782,8053,7335
7023,Kate Brian,2006.0,Private,"Private (Private, #1)",eng,3.81,16556,17054,978,765,1530,3890,4932,5937
7050,Derek Landy,2008.0,Playing with Fire,"Playing with Fire (Skulduggery Pleasant, #2)",en-US,4.31,15533,18533,1013,73,338,2536,6358,9228
7054,Darren Shan,2002.0,"Sons of Destiny (Cirque Du Freak, Book 12)","Sons of Destiny (Cirque Du Freak, #12)",,4.22,14997,16453,741,345,694,2518,4359,8537
7057,Emmy Laybourne,2012.0,Monument 14,"Monument 14 (Monument 14, #1)",eng,3.89,17360,18739,2649,463,1196,4256,6796,6028
7091,Richard Paul Evans,2012.0,Rise of the Elgen,"Rise of the Elgen (Michael Vey, #2)",eng,4.29,15152,16060,1473,112,378,2190,5428,7952
7144,"James Patterson, Chris Tebbetts, Laura Park",2011.0,Unknown,"Middle School: The Worst Years of My Life (Midde School, #1)",eng,4.01,14178,15319,1838,456,1010,2995,4301,6557
7148,Alwyn Hamilton,2016.0,Rebel of the Sands,"Rebel of the Sands (Rebel of the Sands, #1)",eng,3.96,16789,23329,4449,358,1143,4732,10038,7058
7157,Colleen Houck,2012.0,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",eng,4.41,18503,19385,2057,287,589,1994,4526,11989
7171,Cornelia Funke,1990.0,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",eng,4.17,14014,15215,452,279,631,2516,4572,7217
7181,Lynda Mullaly Hunt,2012.0,Unknown,One for the Murphys,eng,4.31,16058,17018,2088,202,472,2102,5260,8982
7183,Megan Shepherd,2013.0,The Madman’s Daughter,"The Madman’s Daughter (The Madman’s Daughter, #1)",eng,3.69,17647,19008,3298,713,1899,4898,6545,4953
7190,Huntley Fitzpatrick,2014.0,What I Thought Was True,What I Thought Was True,eng,3.71,16390,17545,1753,553,1547,5053,5707,4685
7192,Sara Shepard,2011.0,Ruthless,"Ruthless (Pretty Little Liars, #10)",en-US,3.93,16885,17869,906,338,1159,4400,5498,6474
7195,Jenny Nimmo,2007.0,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",en-US,3.93,16397,16803,264,271,970,4251,5490,5821
7201,Lauren Conrad,2010.0,Sugar and Spice,"Sweet Little Lies (L.A. Candy, #2)",en-US,3.53,14901,15946,756,417,1874,5804,4558,3293
7218,John Flanagan,2011.0,The Lost Stories,"The Lost Stories (Ranger's Apprentice, #11)",eng,4.27,15816,18664,842,123,564,2785,5818,9374
7220,Hannah Harrington,2011.0,Saving June,Saving June,eng,3.97,14867,16238,1489,425,954,3358,5384,6117
7222,Anna Banks,2013.0,Unknown,"Of Triton (The Syrena Legacy, #2)",eng,4.0,19216,20368,1834,239,1075,4336,7430,7288
7229,Jack Gantos,2011.0,Unknown,Dead End in Norvelt,eng,3.72,15877,16432,2996,570,1393,4440,5752,4277
7246,Jerry Spinelli,2002.0,Loser,Loser,eng,3.72,15079,15678,1613,427,1384,4446,5259,4162
7266,Roald Dahl,1977.0,The Wonderful Story Of Henry Sugar And Six More,The Wonderful Story of Henry Sugar and Six More,eng,4.15,13419,16370,840,97,510,3073,5928,6762
7284,Sara Zarr,2008.0,Sweethearts,Sweethearts,en-US,3.64,16515,17151,1688,608,1860,5098,5186,4399
7288,Julie Kagawa,2012.0,The Lost Prince,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",eng,4.05,21049,22483,2319,340,972,4564,8031,8576
7295,Meg Cabot,2005.0,Ready or Not,"Ready or Not (All-American Girl, #2)",eng,3.4,21089,22530,793,1067,3297,7810,6277,4079
7304,Margaret Peterson Haddix,2003.0,Among the Barons,"Among the Barons (Shadow Children, #4)",en-US,4.08,17495,18050,631,94,589,3901,6685,6781
7308,Meg Cabot,2007.0,Jinx,Jinx,en-US,3.72,21745,23372,1332,435,2065,7164,7724,5984
7317,Michael Morpurgo,2003.0,Private Peaceful,Private Peaceful,eng,4.16,13123,15168,1099,178,506,2534,5390,6560
7334,Cath Crowley,2010.0,Graffiti Moon,Graffiti Moon,eng,3.9,14176,16494,1840,748,1099,3351,5176,6120
7342,Kimberly Derting,2011.0,Desires of the Dead,"Desires of the Dead (The Body Finder, #2)",en-US,4.07,20654,21374,1588,261,915,4272,7528,8398
7355,Cristin Terrill,2013.0,All Our Yesterdays,All Our Yesterdays,eng,4.05,16338,18234,3013,414,889,3375,6293,7263
7362,Nina LaCour,2014.0,Everything Leads to You,Everything Leads to You,eng,3.89,17583,18734,2191,580,1193,4257,6366,6338
7363,Wendy Mass,2006.0,Jeremy Fink and the Meaning of Life,Jeremy Fink and the Meaning of Life,en-US,4.02,15567,16317,1522,315,883,3252,5635,6232
7374,Derek Landy,2008.0,The Faceless Ones,"The Faceless Ones (Skulduggery Pleasant, #3)",eng,4.4,14971,16785,712,53,230,1881,5366,9255
7387,Cate Tiernan,2001.0,Book of Shadows,"Book of Shadows (Sweep, #1)",eng,4.04,18691,20597,1132,467,1155,4119,6230,8626
7400,Siobhan Vivian,2012.0,The List,The List,eng,3.46,16569,18700,2601,748,2540,6328,5472,3612
7410,V.C. Andrews,1986.0,Dark Angel,"Dark Angel (Casteel, #2)",eng,3.96,14720,15364,179,151,912,3867,4911,5523
7421,Emily M. Danforth,2012.0,The Miseducation of Cameron Post,The Miseducation of Cameron Post,en-US,3.99,16235,17385,2101,493,903,3200,6542,6247
7423,Diana Wynne Jones,2008.0,House of Many Ways,"House of Many Ways (Howl's Moving Castle, #3)",en-US,4.03,17697,20317,1477,98,715,4376,8350,6778
7430,Louisa May Alcott,1876.0,Rose in Bloom,"Rose in Bloom (Eight Cousins, #2)",en-US,4.03,16842,18265,430,329,838,3875,6112,7111
7431,David  Arnold,2015.0,Mosquitoland,Mosquitoland,eng,3.92,14312,17108,2882,390,1107,3710,6207,5694
7433,Melina Marchetta,1992.0,Looking for Alibrandi,Looking for Alibrandi,eng,3.85,14685,17432,1244,308,991,4419,6951,4763
7437,Kody Keplinger,2012.0,A Midsummer's Nightmare,A Midsummer's Nightmare,eng,3.83,17247,18056,1325,531,1243,4596,6130,5556
7451,Sarah Mlynowski,2011.0,Ten Things We Did (and Probably Shouldn't Have) ,Ten Things We Did (and Probably Shouldn't Have),en-US,3.74,15396,17430,1697,461,1478,4936,5757,4798
7452,Moira Young,2012.0,Rebel Heart,"Rebel Heart (Dust Lands, #2)",eng,3.89,16265,17545,1965,484,1140,3929,6268,5724
7475,Heather Brewer,2010.0,The Chronicles of Vladimir Tod: Eleventh Grade Burns,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",,4.31,14758,15366,609,156,432,2188,4287,8303
7479,"Brian Jacques, Allan Curless",1997.0,The Long Patrol,"The Long Patrol (Redwall, #10)",,4.1,15343,15948,199,62,489,3459,5748,6190
7502,Jessica Day George,2008.0,"Dragon Flight (Dragon Slippers, #2)","Dragon Flight (Dragon Slippers, #2)",en-US,4.18,15918,16460,846,205,499,2840,5512,7404
7505,Tamora Pierce,2003.0,Shatterglass,"Shatterglass (The Circle Opens, #4)",eng,4.16,18253,19233,242,104,596,3731,6493,8309
7514,Margaret Peterson Haddix,2004.0,"Among the Brave (Shadow Children, #5)","Among the Brave (Shadow Children, #5)",en-US,4.14,16527,16985,565,90,472,3307,6133,6983
7535,Danielle  Paige,2015.0,The Wicked Will Rise,"The Wicked Will Rise (Dorothy Must Die, #2)",eng,3.82,16739,18487,2285,255,1094,5155,7240,4743
7546,Cecily von Ziegesar,2003.0,All I Want Is Everything,"All I Want is Everything (Gossip Girl, #3)",eng,3.56,15467,16076,422,433,1879,5728,4270,3766
7553,Jonathan Maberry,2011.0,Dust & Decay,"Dust & Decay (Rot & Ruin, #2)",eng,4.29,13646,14559,1362,159,345,1846,4991,7218
7555,Laura Ruby,2015.0,Bone Gap,Bone Gap,eng,3.86,15150,16756,3451,315,1133,3937,6550,4821
7558,Meg Cabot,2004.0,Teen Idol,Teen Idol,en-US,3.53,20271,21934,871,529,2631,7845,6621,4308
7560,Stephanie Garber,2017.0,Caraval,Caraval,eng,3.97,30975,35821,8360,831,2531,7001,12105,13353
7565,Cheryl Rainfield,2010.0,Scars,Scars,en-US,4.17,12452,12976,1018,318,683,2056,3285,6634
7598,Tamora Pierce,2011.0,Mastiff,"Mastiff (Beka Cooper, #3)",en-US,4.24,19695,20774,1403,240,703,3057,6547,10227
7613,Brandon Mull,2013.0,"Chasing the Prophecy (Beyonders, #3)","Chasing the Prophecy (Beyonders, #3)",eng,4.35,11816,13529,1039,160,289,1521,4259,7300
7626,Lisi Harrison,2004.0,"Best Friends for Never (The Clique, #2)","Best Friends for Never (The Clique, #2)",,3.73,15345,15578,849,519,1604,4324,4228,4903
7632,Alexandra Bracken,2016.0,Passenger,"Passenger (Passenger, #1)",eng,3.84,23070,24910,5065,765,1786,5420,9610,7329
7646,Gloria Levine,2008.0,Unknown,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),,3.95,14513,14513,49,355,659,3626,4548,5325
7653,Jodi Lynn Anderson,2012.0,Tiger Lily,Tiger Lily,eng,3.98,16217,19116,4012,483,1234,3791,6258,7350
7655,Philip Pullman,1985.0,The Ruby in the Smoke,"The Ruby in the Smoke (Sally Lockhart, #1)",en-US,3.75,16214,19279,1129,276,1204,5713,7926,4160
7657,A.C. Gaughen,2012.0,Scarlet,"Scarlet (Scarlet, #1)",eng,3.95,19665,20503,2574,669,1196,4074,7024,7540
7658,Miranda Kenneally,2012.0,Stealing Parker,Stealing Parker,en-US,3.88,15997,16789,1216,358,1110,4177,5628,5516
7663,Alexander Gordon Smith,2009.0,Lockdown,"Lockdown (Escape from Furnace, #1)",en-US,4.1,14024,15565,1995,346,734,2651,5128,6706
7672,Veronica Roth,2014.0,Unknown,"The Traitor (Divergent, #0.4)",eng,4.19,12299,15371,568,136,538,2745,4878,7074
7680,"Aya Nakahara, Pookie Rolf",2001.0,ラブ★コン 1,"Love★Com, Vol. 1",eng,4.22,13801,13994,215,398,624,2107,3267,7598
7685,Kristin Levine,2012.0,The Lions of Little Rock,The Lions of Little Rock,eng,4.22,12962,13692,1632,304,447,1744,4655,6542
7687,Amanda Hocking,2010.0,Unknown,"Hollowland (The Hollows, #1)",eng,3.97,13847,17073,1569,416,1057,3458,5910,6232
7697,L.J. Smith,2009.0,The Secret Circle: The Captive Part II and The Power,"The Captive Part II / The Power (The Secret Circle, #2-3)",eng,4.11,16231,17148,553,218,815,3446,5116,7553
7712,Maki Minami,2003.0,スペシャル·エー,"Special A, Vol. 1 (Special A, #1)",ind,4.18,14607,15289,159,396,755,2499,3621,8018
7714,Elizabeth George Speare,1961.0,The Bronze Bow,The Bronze Bow,en-US,3.93,15507,16325,1465,487,977,3406,5729,5726
7725,Kiersten White,2012.0,Endlessly,"Endlessly (Paranormalcy, #3)",eng,3.99,18789,19490,1528,292,1177,4388,6202,7431
7745,Ally Carter,2013.0,Perfect Scoundrels,"Perfect Scoundrels (Heist Society, #3)",en-GB,4.28,20029,20912,1711,145,406,2889,7463,10009
7757,Cammie McGovern,2014.0,Amy & Matthew,Say What You Will,eng,3.7,11559,13778,1905,408,1202,3951,4796,3421
7759,Meg Cabot,2006.0,Party Princess,"Party Princess (The Princess Diaries, #7)",,3.67,19068,21002,498,393,1893,7070,6487,5159
7773,Kendare Blake,2016.0,Three Dark Crowns,"Three Dark Crowns (Three Dark Crowns, #1)",eng,3.86,9386,21650,4782,467,1491,5006,8385,6301
7776,Aprilynne Pike,2012.0,Destined,"Destined (Wings, #4)",en-US,4.19,18485,19571,1631,282,776,3200,5966,9347
7785,V.C. Andrews,1990.0,Dawn ,"Dawn (Cutler, #1)",eng,3.87,13674,14091,255,205,1086,3872,4162,4766
7792,Adam Gidwitz,2010.0,A Tale Dark and Grimm,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",en-US,4.04,15041,17643,2875,344,926,3488,5866,7019
7797,L.J. Smith,1991.0,Dark Reunion,"Dark Reunion (The Vampire Diaries, #4)",eng,3.54,17056,20148,669,1005,2635,6133,5194,5181
7802,Gayle Forman,2014.0,Just One Night,"Just One Night (Just One Day, #2.5)",eng,4.12,15986,17406,2018,231,805,3117,5774,7479
7804,"James Patterson, Jill Dembowski, Elijah Wood, Spencer Locke",2011.0,Unknown,"The Fire (Witch & Wizard, #3)",,3.87,11789,15877,840,426,1215,3838,4923,5475
7805,John Marsden,1995.0,"The Third Day, The Frost","A Killing Frost (Tomorrow, #3)",,4.19,13199,15090,503,37,317,2500,6152,6084
7833,Gene Stratton-Porter,1909.0,A Girl of the Limberlost,"A Girl of the Limberlost (Limberlost, #2)",eng,4.14,13071,15705,1242,230,628,2788,5194,6865
7840,S.E. Hinton,1975.0,Rumble Fish,Rumble Fish,,3.77,14002,14999,746,174,978,4692,5370,3785
7880,Meg Cabot,2007.0,Princess Mia,"Princess Mia (The Princess Diaries, #9)",en-US,3.82,17889,19575,616,330,1383,5591,6451,5820
7895,Tamora Pierce,2001.0,Street Magic,"Street Magic (The Circle Opens, #2)",eng,4.12,18897,19900,272,103,685,4078,6907,8127
7897,Jodi Meadows,2012.0,Incarnate,"Incarnate (Newsoul, #1)",en-US,3.73,19034,20030,2530,901,1819,4930,6521,5859
7915,Tamara Ireland Stone,2015.0,Every Last Word,Every Last Word,eng,4.2,19214,20437,3021,419,756,2985,6362,9915
7919,Eoin Colfer,2007.0,Airman,Airman,eng,4.14,15257,16323,1347,197,619,2855,5757,6895
7926,Jessica Verday,2009.0,The Hollow,"The Hollow (The Hollow, #1)",eng,3.75,16734,18415,1542,1085,1846,4147,4856,6481
7934,Robin McKinley,2000.0,Spindle's End,Spindle's End,eng,3.79,18395,19652,1204,339,1336,5560,7276,5141
7943,Joan Bauer,2000.0,Hope Was Here,Hope Was Here,eng,4.0,14954,15670,1340,217,738,3408,5832,5475
7975,Rachel Ward,2008.0,Numbers,"Numbers (Numbers, #1)",eng,3.46,16717,19913,2386,1280,2720,5745,5822,4346
7981,Tamora Pierce,2002.0,Cold Fire,"Cold Fire (The Circle Opens, #3)",eng,4.05,17424,18340,230,108,760,4166,6379,6927
7989,R.J. Palacio,2014.0,The Julian chapter,The Julian Chapter (Wonder Story),eng,4.31,10437,15000,1808,144,351,1867,4942,7696
7992,Sara Shepard,2011.0,Never Have I Ever ,"Never Have I Ever (The Lying Game, #2)",eng,4.03,15419,16442,1073,148,712,3579,5983,6020
8004,"Masami Tsuda, Darcy Lockman, Jack Niida",1996.0,彼氏彼女の事情 #1,"Kare Kano: His and Her Circumstances, Vol. 1",en-US,3.96,12863,13009,134,495,978,2695,3203,5638
8010,David Almond,1998.0,Skellig,"Skellig (Skellig, #1)",eng,3.77,13778,16437,1785,532,1402,4050,5720,4733
8021,Deborah Ellis,2000.0,The Breadwinner,"The Breadwinner (The Breadwinner, #1)",eng,3.93,11816,13872,1497,277,753,3090,5280,4472
8041,Veronica Roth,2014.0,Four: The Son,"The Son (Divergent, #0.3)",eng,4.11,11370,15179,481,135,594,3113,5025,6312
8044,Jennifer Niven,2016.0,Holding Up the Universe,Holding Up the Universe,eng,3.93,19504,23681,4068,367,1321,5240,9441,7312
8054,Louise Rennison,2005.0,... Then He Ate My Boy Entracers,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",eng,4.09,14737,16507,380,150,629,3467,5622,6639
8072,Mary Downing Hahn,1986.0,Unknown,Wait Till Helen Comes,eng,4.14,13629,15444,1757,153,556,2993,5033,6709
8082,Rachel Vincent,2010.0,My Soul to Keep,"My Soul to Keep (Soul Screamers, #3)",eng,4.09,17033,17854,928,227,725,3530,6090,7282
8085,Tamora Pierce,2000.0,Magic Steps,"Magic Steps (The Circle Opens, #1)",,3.98,17813,18884,354,123,902,4704,6573,6582
8088,Laura Wiess,2007.0,Such a Pretty Girl,Such a Pretty Girl,eng,3.89,13445,13787,1100,346,1029,3291,4279,4842
8095,"Janne Teller, Martin Aitken",2000.0,Intet,Nothing,eng,3.76,9290,14823,2333,753,1367,3181,4863,4659
8099,Madeleine L'Engle,1980.0,"A Ring of Endless Light (Austin Family, #4)","A Ring of Endless Light (Austin Family, #4)",eng,4.14,15629,16756,643,150,584,3198,5665,7159
8100,Sara Zarr,2011.0,How to Save a Life,How to Save a Life,en-US,3.89,13864,14335,1772,290,808,3388,5511,4338
8104,"Liz Kessler, Sarah Gibb",2003.0,The Tail of Emily Windsnap,"The Tail of Emily Windsnap (Emily Windsnap, #1)",eng,3.89,16453,17523,1590,293,1226,4516,5604,5884
8106,John Flanagan,2012.0,The Invaders,"The Invaders (Brotherband Chronicles, #2)",eng,4.4,13040,14222,494,74,198,1502,4593,7855
8111,Cynthia Voigt,1982.0,"Dicey's Song (Tillerman Family, #2)","Dicey's Song (Tillerman Cycle, #2)",eng,3.94,14926,15683,607,348,816,3573,5623,5323
8116,Victoria Aveyard,2015.0,Queen Song,"Queen Song (Red Queen, #0.1)",,3.74,12436,13562,1076,746,921,3569,4267,4059
8119,Amy Zhang,2014.0,Falling Into Place,Falling into Place,,3.88,12411,13919,2165,307,887,3387,4896,4442
8148,Meg Cabot,2006.0,How to Be Popular,How to Be Popular,eng,3.54,18568,19634,925,511,2279,6843,6018,3983
8151,Elizabeth Norris,2012.0,Unraveling,"Unraveling (Unraveling, #1)",en-US,3.84,16361,17460,1908,649,1321,4130,5495,5865
8153,Kate DiCamillo,2001.0,The Tiger Rising,The Tiger Rising,eng,3.78,14832,15625,1919,323,1198,4365,5496,4243
8164,Kresley Cole,2013.0,Endless Knight ,"Endless Knight (The Arcana Chronicles, #2)",eng,4.39,14677,18065,2033,151,388,1945,5415,10166
8170,Sharon M. Draper,1994.0,Tears of a Tiger,"Tears of a Tiger (Hazelwood High, #1)",eng,4.16,11266,11781,1993,266,583,1875,3293,5764
8173,"Michael Buckley, Peter Ferguson",2006.0,The Problem Child,"The Problem Child (The Sisters Grimm, #3)",en-US,4.27,15353,16131,576,109,343,2459,5366,7854
8183,Lisa Tawn Bergren,2011.0,Waterfall,"Waterfall (River of Time, #1)",en-US,4.04,15884,17028,1887,603,930,2970,5171,7354
8190,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011.0,Red Riding Hood,Red Riding Hood,en-US,3.51,14220,16482,1962,924,2096,4997,4608,3857
8196,Laura Whitcomb,2005.0,A Certain Slant of Light,"A Certain Slant of Light (Light, #1)",en-US,3.83,16769,17513,1819,496,1356,4279,5886,5496
8197,Scott Westerfeld,2007.0,"The Uglies Trilogy (Uglies, #1-3)","The Uglies Trilogy (Uglies, #1-3)",,4.06,13405,13473,805,243,689,2531,4537,5473
8203,Louise Rennison,2004.0,...and that's when it fell off in my hand,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",,4.06,14351,17076,396,182,658,3713,5867,6656
8206,Anna Godbersen,2009.0,Splendor,"Splendor (Luxe, #4)",en-US,3.84,16276,17569,1486,341,1244,4445,6360,5179
8225,Meg Cabot,2006.0,Princess on the Brink,"Princess on the Brink (The Princess Diaries, #8)",,3.7,17654,19366,567,431,1675,6203,6016,5041
8231,Lesley Livingston,2009.0,Wondrous Strange,"Wondrous Strange (Wondrous Strange, #1)",eng,3.69,17738,19591,1446,708,1854,5541,6115,5373
8241,"Michael Buckley, Peter Ferguson",2007.0,Once Upon a Crime,"Once Upon a Crime (The Sisters Grimm, #4)",eng,4.26,15091,15723,477,135,365,2428,5186,7609
8265,Victoria Schwab,2016.0,This Savage Song,"This Savage Song (Monsters of Verity, #1)",eng,4.14,17210,22459,5057,185,662,3593,9472,8547
8266,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,Bloodlust,"Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)",en-US,4.05,11333,12124,318,340,770,2498,2875,5641
8268,Morgan Matson,2016.0,The Unexpected Everything,The Unexpected Everything,eng,4.07,18752,20475,4074,234,778,3731,8374,7358
8270,"Mary-Jane Knight, Rick Riordan",2010.0,Percy Jackson: The Ultimate Guide,Percy Jackson & the Olympians:  The Ultimate Guide,en-US,4.12,14173,14625,440,201,753,2966,3946,6759
8279,Roland Smith,2007.0,Peak,Peak (Peak #1),en-US,3.98,13314,14027,2024,297,714,2873,5278,4865
8287,"Michael Buckley, Peter Ferguson",2007.0,Magic and Other Misdemeanors,"Magic and Other Misdemeanors (The Sisters Grimm, #5)",,4.29,15038,15633,421,124,344,2217,5104,7844
8298,Sara Zarr,2007.0,Story of a Girl,Story of a Girl,en-US,3.67,14282,15064,1608,391,1430,4626,4886,3731
8315,Carrie Anne Noble,2015.0,The Mermaid's Sister,The Mermaid's Sister,en-US,3.64,6221,11664,1432,302,1080,3643,4081,2558
8320,China Miéville,2007.0,Un Lun Dun,Un Lun Dun,eng,3.81,13243,15493,1672,440,1116,3761,5736,4440
8328,Katie Cotugno,2013.0,How to Love,How to Love,eng,3.73,12515,13848,1936,484,1280,3648,4528,3908
8330,Jenny Downham,2010.0,You Against Me,You Against Me,eng,3.7,15118,16478,1397,538,1455,4543,5752,4190
8332,Tamora Pierce,2005.0,The Will of the Empress,"The Will of the Empress (Circle Reforged, #1)",eng,4.15,16730,17589,455,236,720,3077,5668,7888
8358,John Marsden,1996.0,"Darkness, Be My Friend","Darkness, Be My Friend (Tomorrow, #4)",en-US,4.11,12447,13894,330,57,369,2694,5620,5154
8370,Francisco X. Stork,2008.0,Marcelo in the Real World,Marcelo in the Real World,eng,3.95,14651,15701,2487,331,821,3263,6213,5073
8373,Brandon Sanderson,2007.0,Alcatraz Versus the Evil Librarians,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",eng,3.87,13474,15374,2393,328,937,3729,5745,4635
8378,Shannon Hale,2012.0,Palace of Stone,"Palace of Stone (Princess Academy, #2)",eng,3.95,16023,16889,2173,128,684,4142,6875,5060
8389,Sherman Alexie,2007.0,Flight: A Novel,Flight,en-US,3.89,12016,12429,1894,188,652,3064,4976,3549
8391,Carrie Jones,2012.0,Endure,"Endure (Need, #4)",eng,4.08,16128,16676,1061,312,848,3297,5016,7203
8414,Elizabeth Wein,2013.0,Rose Under Fire,"Rose Under Fire (Code Name Verity, #2)",eng,4.13,13526,15064,2573,430,523,2029,5764,6318
8423,Sara Ryan,2001.0,Empress of the World,"Empress of the World (Battle Hall Davies, #1)",en-US,3.73,11076,11263,431,405,1069,3166,3114,3509
8429,Gordon Korman,2012.0,Ungifted,Ungifted,eng,4.0,11956,12727,1703,283,548,2593,4806,4497
8443,Bree Despain,2010.0,The Lost Saint,"The Lost Saint (The Dark Divine, #2)",eng,4.04,15328,15712,1006,297,835,3234,4991,6355
8462,Meg Cabot,2012.0,Underworld,"Underworld (Abandon, #2)",eng,3.89,17878,19639,1391,420,1479,4713,6296,6731
8473,Emily Murdoch,2013.0,If You Find Me,If You Find Me,eng,4.06,13683,15455,2662,210,616,2760,6377,5492
8481,Ellen Hopkins,2012.0,Tilt,Tilt,eng,4.2,12141,12729,986,202,487,2016,3894,6130
8484,Brian Jacques,1996.0,The Pearls of Lutra,"Pearls of Lutra (Redwall, #9)",,3.99,15605,16306,174,150,668,4002,5916,5570
8493,Anna Carey,2012.0,Once,"Once (Eve, #2)",en-US,3.9,15315,16382,1161,292,1000,4020,5769,5301
8502,Kelley Armstrong,2013.0,The Rising,"The Rising (Darkness Rising, #3)",eng,4.13,17452,18781,1493,149,639,3592,6714,7687
